time,pos.x,pos.y,pos.z,rot.x,rot.y,rot.z
21.88243,0.5345138,1.414038,-0.7080871,-5.228973,-172.0639,-0.1558228
21.93519,0.5345395,1.413939,-0.708341,-5.239014,-172.0725,-0.14505
21.95328,0.5345528,1.41386,-0.7086421,-5.228851,-172.0629,-0.1207275
21.97572,0.5345581,1.413892,-0.7087389,-5.218445,-172.0395,-0.1481628
21.99812,0.5345784,1.413895,-0.7087449,-5.21283,-172.0338,-0.1629333
22.02861,0.5345677,1.413883,-0.7087992,-5.227478,-172.0378,-0.1586304
22.04688,0.5345601,1.413938,-0.7087837,-5.236267,-172.0287,-0.1495056
22.06555,0.534606,1.413958,-0.7088646,-5.232666,-172.0226,-0.1238403
22.08698,0.5345665,1.413954,-0.7088627,-5.232513,-172.0291,-0.1375427
22.10878,0.5345185,1.413906,-0.7089769,-5.220032,-172.0231,-0.1639099
22.13164,0.5345136,1.413921,-0.7090627,-5.209198,-171.9976,-0.18573
22.15289,0.5345644,1.413957,-0.7091304,-5.226868,-171.9955,-0.1670837
22.18073,0.5346627,1.413924,-0.7092866,-5.237,-172.0133,-0.1286011
22.19931,0.5346235,1.413804,-0.7093936,-5.239349,-172.021,-0.1296387
22.21983,0.5346081,1.413848,-0.7092687,-5.222656,-172.033,-0.1495056
22.24237,0.5346086,1.413841,-0.7091786,-5.209259,-172.0427,-0.1647339
22.26473,0.5346017,1.413878,-0.7091826,-5.209137,-172.0289,-0.1650696
22.2869,0.5345937,1.413962,-0.7089688,-5.208984,-172.0278,-0.1279602
22.30877,0.5345748,1.413944,-0.7088314,-5.212708,-172.0076,-0.1265259
22.33633,0.5345181,1.413995,-0.7085725,-5.191498,-172.0484,-0.1307068
22.35337,0.5344572,1.413995,-0.7084197,-5.189087,-172.0528,-0.1129761
22.37537,0.5343682,1.41403,-0.7081167,-5.187958,-172.0697,-0.1056824
22.39718,0.5343668,1.414033,-0.7078909,-5.156738,-172.0808,-0.1105652
22.41962,0.5343984,1.413929,-0.7078272,-5.131287,-172.0961,-0.09188843
22.44193,0.5344065,1.413891,-0.7076563,-5.125854,-172.0915,-0.1120911
22.46447,0.5344019,1.413867,-0.7075843,-5.124481,-172.0948,-0.1231689
22.49174,0.5343646,1.41395,-0.7074329,-5.110138,-172.1197,-0.1213684
22.50826,0.5344002,1.413922,-0.7073911,-5.099091,-172.1327,-0.1222839
22.53288,0.5344419,1.413916,-0.7073134,-5.112427,-172.1591,-0.1183777
22.55303,0.5344753,1.413954,-0.7072111,-5.115112,-172.1526,-0.1160278
22.57572,0.5344684,1.414033,-0.7070009,-5.124146,-172.1675,-0.09841919
22.59738,0.5344853,1.414082,-0.7069041,-5.129852,-172.1774,-0.08505249
22.61928,0.5344962,1.414064,-0.7068011,-5.155304,-172.1722,-0.07852173
22.6471,0.5344496,1.414154,-0.7066897,-5.166687,-172.1875,-0.08456421
22.6643,0.5344245,1.414236,-0.7065312,-5.190735,-172.2189,-0.046875
22.68667,0.5344535,1.414337,-0.7063838,-5.21283,-172.2215,0.0136181
22.70785,0.5345085,1.414313,-0.7062286,-5.221863,-172.2259,0.03397335
22.73041,0.5345077,1.414356,-0.7061507,-5.227783,-172.243,0.02341141
22.7531,0.5345218,1.414392,-0.7063361,-5.23526,-172.2351,0.01902813
22.77517,0.5346131,1.414317,-0.7064081,-5.243927,-172.2328,0.01077317
22.80236,0.5346792,1.414333,-0.7063788,-5.260529,-172.2191,0.01726279
22.81981,0.5347397,1.414295,-0.706571,-5.280304,-172.215,0.02206855
22.84122,0.5347847,1.414332,-0.7066211,-5.304382,-172.2297,0.02190697
22.86433,0.5348135,1.414478,-0.7063471,-5.303619,-172.2393,0.0246832
22.88654,0.5348264,1.414497,-0.7063721,-5.307281,-172.2356,0.01802403
22.90927,0.5349282,1.414443,-0.7065986,-5.339478,-172.2262,0.02805541
22.93089,0.5350142,1.414467,-0.7066325,-5.378082,-172.2188,0.03426706
22.95772,0.5350398,1.414527,-0.7066437,-5.401184,-172.1999,0.05459637
22.9756,0.5350171,1.414568,-0.7066752,-5.43399,-172.1768,0.06586036
22.99717,0.5350206,1.414577,-0.7067379,-5.431885,-172.1774,0.07415231
23.02014,0.5350447,1.414528,-0.7066134,-5.429871,-172.1999,0.07503942
23.0442,0.5350596,1.414543,-0.7065765,-5.409149,-172.1958,0.07780188
23.064,0.5350393,1.414556,-0.7065088,-5.400757,-172.1842,0.06262936
23.08607,0.5351219,1.41444,-0.7063936,-5.390717,-172.1776,0.03836671
23.11354,0.5351865,1.414364,-0.706318,-5.36853,-172.163,0.02103987
23.13269,0.5352331,1.414288,-0.7062026,-5.355927,-172.1527,0.02197869
23.15277,0.5352523,1.414233,-0.7061089,-5.335114,-172.1557,-0.003623839
23.17477,0.5352123,1.414252,-0.7059926,-5.323517,-172.1272,-0.01321411
23.19723,0.5352434,1.414174,-0.706103,-5.302307,-172.1521,-0.02514648
23.21953,0.5352239,1.414164,-0.706076,-5.304626,-172.1534,-0.02389526
23.24155,0.5352489,1.414107,-0.7060333,-5.312073,-172.1565,-0.005354398
23.26933,0.5352458,1.414075,-0.7060798,-5.302704,-172.1583,0.006547596
23.28591,0.5351886,1.414122,-0.7061321,-5.317657,-172.1553,0.009440411
23.30774,0.5351211,1.414119,-0.7061595,-5.322113,-172.1371,0.006241204
23.33048,0.5350869,1.414143,-0.7060376,-5.314667,-172.1329,0.01732881
23.35286,0.535076,1.414161,-0.7057627,-5.311676,-172.1382,0.04038038
