time,rot.x,rot.y,rot.z
10.63304,5.727673,1.700175,0.06255448
10.64444,5.727673,1.700175,0.06255448
10.65556,5.727673,1.700175,0.06255448
10.66667,5.727673,1.700175,0.06255448
10.67778,5.727673,1.700175,0.06255448
10.68889,5.727673,1.700175,0.06255448
10.7,5.727673,1.700175,0.06255448
10.70713,8.826408,2.460278,0.1485074
10.71111,8.826408,2.460278,0.1485074
10.72222,8.826408,2.460278,0.1485074
10.73333,8.826408,2.460278,0.1485074
10.74444,8.826408,2.460278,0.1485074
10.75556,10.28896,2.985622,0.1988439
10.76667,10.28896,2.985622,0.1988439
10.77778,10.28896,2.985622,0.1988439
10.78538,11.115,2.896162,0.220072
10.8,11.115,2.896162,0.220072
10.81111,11.115,2.896162,0.220072
10.82222,11.115,2.896162,0.220072
10.82891,10.01975,2.331873,0.183373
10.83333,10.01975,2.331873,0.183373
10.84444,10.01975,2.331873,0.183373
10.85556,10.01975,2.331873,0.183373
10.86667,10.01975,2.331873,0.183373
10.87298,10.46187,2.23391,0.2114083
10.88889,10.46187,2.23391,0.2114083
10.9,10.46187,2.23391,0.2114083
10.91111,10.46187,2.23391,0.2114083
10.91683,12.10832,8.562444,0.9244922
10.92222,12.10832,8.562444,0.9244922
10.93333,12.10832,8.562444,0.9244922
10.94444,12.10832,8.562444,0.9244922
10.95556,12.10832,8.562444,0.9244922
10.96231,12.77295,9.790208,1.146246
10.97778,12.77295,9.790208,1.146246
10.98889,12.77295,9.790208,1.146246
11,12.77295,9.790208,1.146246
11.01008,11.3325,6.974197,0.8277226
11.01008,11.3325,6.974197,0.8277226
11.02222,11.3325,6.974197,0.8277226
11.03333,11.3325,6.974197,0.8277226
11.04445,11.3325,6.974197,0.8277226
11.05056,11.26392,4.270338,0.4934952
11.06667,11.26392,4.270338,0.4934952
11.07778,11.26392,4.270338,0.4934952
11.08889,11.26392,4.270338,0.4934952
11.09378,10.86163,3.059685,0.3669379
11.1,10.86163,3.059685,0.3669379
11.11111,10.86163,3.059685,0.3669379
11.12222,10.86163,3.059685,0.3669379
11.13333,10.86163,3.059685,0.3669379
11.14444,10.57259,1.989308,0.2331492
11.15556,10.57259,1.989308,0.2331492
11.16667,10.57259,1.989308,0.2331492
11.17778,10.57259,1.989308,0.2331492
11.18488,9.120461,1.211556,0.1285992
11.2,9.120461,1.211556,0.1285992
11.21111,9.120461,1.211556,0.1285992
11.22222,9.120461,1.211556,0.1285992
11.22733,6.782916,-0.3655396,-0.03622437
11.23333,6.782916,-0.3655396,-0.03622437
11.24444,6.782916,-0.3655396,-0.03622437
11.25556,6.782916,-0.3655396,-0.03622437
11.26667,6.782916,-0.3655396,-0.03622437
11.27085,5.060171,-2.303436,-0.2027283
11.28889,5.060171,-2.303436,-0.2027283
11.3,5.060171,-2.303436,-0.2027283
11.31111,5.060171,-2.303436,-0.2027283
11.32222,5.060171,-2.303436,-0.2027283
11.32504,4.803311,9.94235,0.743001
11.33333,4.803311,9.94235,0.743001
11.34444,4.803311,9.94235,0.743001
11.35556,4.803311,9.94235,0.743001
11.36667,4.826363,10.05571,0.7023821
11.37778,4.826363,10.05571,0.7023821
11.38857,3.705512,6.846035,0.4499538
11.4,3.705512,6.846035,0.4499538
11.41111,3.705512,6.846035,0.4499538
11.42222,3.705512,6.846035,0.4499538
11.42341,3.906887,5.072315,0.3320186
11.43333,3.906887,5.072315,0.3320186
11.44444,3.906887,5.072315,0.3320186
11.45536,3.94578,2.084553,0.1169002
11.46667,3.94578,2.084553,0.1169002
11.47778,3.94578,2.084553,0.1169002
11.48889,3.94578,2.084553,0.1169002
11.5,3.335799,1.223952,0.06419801
11.51111,3.335799,1.223952,0.06419801
11.52222,3.335799,1.223952,0.06419801
11.52307,4.046702,-0.5227356,-0.03759766
11.53333,4.046702,-0.5227356,-0.03759766
11.54445,4.046702,-0.5227356,-0.03759766
11.55229,5.196349,-0.2996521,-0.02593994
11.56667,5.196349,-0.2996521,-0.02593994
11.57778,5.196349,-0.2996521,-0.02593994
11.58229,6.083814,-1.336731,-0.1031189
11.6,6.083814,-1.336731,-0.1031189
11.61111,6.083814,-1.336731,-0.1031189
11.61941,6.7226,-0.3307495,-0.03042603
11.62222,6.7226,-0.3307495,-0.03042603
11.63333,6.7226,-0.3307495,-0.03042603
11.64444,6.7226,-0.3307495,-0.03042603
11.65556,7.21771,-0.3332214,-0.03158569
11.66667,7.21771,-0.3332214,-0.03158569
11.67778,7.21771,-0.3332214,-0.03158569
11.68486,8.051244,0.6043811,0.0437573
11.7,8.051244,0.6043811,0.0437573
11.71111,8.051244,0.6043811,0.0437573
11.71401,9.07373,0.154792,0.01061156
11.72222,9.07373,0.154792,0.01061156
11.73333,9.07373,0.154792,0.01061156
11.74444,9.07373,0.154792,0.01061156
11.75183,9.9589,1.112186,0.1010556
11.76667,9.9589,1.112186,0.1010556
11.77778,9.9589,1.112186,0.1010556
11.78889,9.670934,1.267599,0.1091083
11.8,9.670934,1.267599,0.1091083
11.81111,9.670934,1.267599,0.1091083
11.8164,9.231833,2.255872,0.1900959
11.82222,9.231833,2.255872,0.1900959
11.83333,9.231833,2.255872,0.1900959
11.84329,9.158564,2.753454,0.2353813
11.85556,9.158564,2.753454,0.2353813
11.86667,9.158564,2.753454,0.2353813
11.87081,9.915172,3.237198,0.3038865
11.88889,9.915172,3.237198,0.3038865
11.9,9.915172,3.237198,0.3038865
11.90736,11.11112,3.595478,0.3543005
11.91111,11.11112,3.595478,0.3543005
11.92222,11.11112,3.595478,0.3543005
11.93333,11.11112,3.595478,0.3543005
11.94444,11.26061,4.29153,0.4699695
11.95556,11.26061,4.29153,0.4699695
11.96667,11.26061,4.29153,0.4699695
11.97619,10.64639,3.640896,0.3971581
11.98889,10.64639,3.640896,0.3971581
12,10.64639,3.640896,0.3971581
12.00269,10.75803,3.264043,0.3232902
12.01111,10.75803,3.264043,0.3232902
12.02222,10.75803,3.264043,0.3232902
12.03333,10.75803,3.264043,0.3232902
12.0425,10.19043,3.29522,0.3087428
12.05556,10.19043,3.29522,0.3087428
12.06667,10.19043,3.29522,0.3087428
12.07778,9.006611,3.430926,0.2819552
12.08889,9.006611,3.430926,0.2819552
12.1,9.006611,3.430926,0.2819552
12.10779,8.5263,3.969172,0.3127572
12.11111,8.5263,3.969172,0.3127572
12.12222,8.5263,3.969172,0.3127572
12.13333,8.5263,3.969172,0.3127572
12.14444,7.793557,3.533005,0.2525872
12.15556,7.793557,3.533005,0.2525872
12.16667,7.793557,3.533005,0.2525872
12.17216,6.935301,3.28235,0.2353009
12.18889,6.935301,3.28235,0.2353009
