time,pos.x,pos.y,pos.z,rot.x,rot.y,rot.z
8.614902,0,1.06,0,0,143.4375,0
8.664738,0,1.06,0,0,143.4375,0
8.68175,0,1.06,0,0,143.4375,0
8.703949,0,1.06,0,0,143.4375,0
8.726574,0,1.06,0,0,143.4375,0
8.748654,0,1.06,0,0,143.4375,0
8.771194,0,1.06,0,0,143.4375,0
8.794362,0,1.06,0,0,143.4375,0
8.815912,0,1.06,0,0,143.4375,0
8.837096,0,1.06,0,0,143.4375,0
8.859492,0,1.06,0,0,143.4375,0
8.881635,0,1.06,0,0,143.4375,0
8.9035,0,1.06,0,0,143.4375,0
8.926573,0,1.06,0,0,143.4375,0
8.948654,0,1.06,0,0,143.4375,0
8.97018,0,1.06,0,0,143.4375,0
8.992767,0,1.06,0,0,143.4375,0
9.015459,0,1.06,0,0,143.4375,0
9.036647,0,1.06,0,0,143.4375,0
9.058867,0,1.06,0,0,143.4375,0
9.081352,0,1.06,0,0,143.4375,0
9.103541,0,1.06,0,0,143.4375,0
9.125772,0,1.06,0,0,143.4375,0
9.148531,0,1.06,0,0,143.4375,0
9.170346,0,1.06,0,0,143.4375,0
9.19195,0,1.06,0,0,143.4375,0
9.214071,0,1.06,0,0,143.4375,0
9.235785,0,1.06,0,0,143.4375,0
9.258847,0,1.06,0,0,143.4375,0
9.280832,0,1.06,0,0,143.4375,0
9.303049,0,1.06,0,0,143.4375,0
9.325403,0,1.06,0,0,143.4375,0
9.34698,0,1.06,0,0,143.4375,0
9.371443,0,1.06,0,0,143.4375,0
9.39306,0,1.06,0,0,143.4375,0
9.415423,0,1.06,0,0,143.4375,0
9.436744,0,1.06,0,0,143.4375,0
9.459664,0,1.06,0,0,143.4375,0
9.481364,0,1.06,0,0,143.4375,0
9.503723,0,1.06,0,0,143.4375,0
9.525756,0,1.06,0,0,143.4375,0
9.548522,0,1.06,0,0,143.4375,0
9.56994,0,1.06,0,0,143.4375,0
9.593176,0,1.06,0,0,143.4375,0
9.614658,0,1.06,0,0,143.4375,0
9.6378,0,1.06,0,0,143.4375,0
9.658921,0,1.06,0,0,143.4375,0
9.681308,0,1.06,0,0,143.4375,0
9.707153,0,1.06,0,0,143.4375,0
9.729226,0,1.06,0,0,143.4375,0
9.748764,0,1.06,0,0,143.4375,0
9.770437,0,1.06,0,0,143.4375,0
9.792229,0,1.06,0,0,143.4375,0
9.815414,0,1.06,0,0,143.4375,0
9.836796,0,1.06,0,0,143.4375,0
9.858689,0,1.06,0,0,143.4375,0
9.880923,0,1.06,0,0,143.4375,0
9.902905,0,1.06,0,0,143.4375,0
9.925133,0,1.06,0,0,143.4375,0
9.947499,0,1.06,0,0,143.4375,0
9.970246,0,1.06,0,0,143.4375,0
9.99156,0,1.06,0,0,143.4375,0
10.01457,0,1.06,0,0,143.4375,0
10.03681,0,1.06,0,0,143.4375,0
10.05925,0,1.06,0,0,143.4375,0
10.08101,0,1.06,0,0,143.4375,0
10.10268,0,1.06,0,0,143.4375,0
10.12643,0,1.06,0,0,143.4375,0
10.1487,0,1.06,0,0,143.4375,0
10.16987,0,1.06,0,0,143.4375,0
10.19121,0,1.06,0,0,143.4375,0
10.21335,0,1.06,0,0,143.4375,0
10.23613,0,1.06,0,0,143.4375,0
10.25799,0,1.06,0,0,143.4375,0
10.27997,0,1.06,0,0,143.4375,0
10.30246,0,1.06,0,0,143.4375,0
10.32471,0,1.06,0,0,143.4375,0
10.34681,0,1.06,0,0,143.4375,0
10.36954,0,1.06,0,0,143.4375,0
10.39175,0,1.06,0,0,143.4375,0
10.41469,0,1.06,0,0,143.4375,0
10.43629,0,1.06,0,0,143.4375,0
10.45881,0,1.06,0,0,143.4375,0
10.4804,0,1.06,0,0,143.4375,0
10.50305,0,1.06,0,0,143.4375,0
10.5255,0,1.06,0,0,143.4375,0
10.54816,0,1.06,0,0,143.4375,0
10.56938,0,1.06,0,0,143.4375,0
10.59181,0,1.06,0,0,143.4375,0
10.61453,0,1.06,0,0,143.4375,0
10.63635,0,1.06,0,0,143.4375,0
10.65833,0,1.06,0,0,143.4375,0
10.6809,0,1.06,0,0,143.4375,0
10.70255,0,1.06,0,0,143.4375,0
10.72542,0,1.06,0,0,143.4375,0
10.74739,0,1.06,0,0,143.4375,0
10.7694,0,1.06,0,0,143.4375,0
10.79192,0,1.06,0,0,143.4375,0
10.81472,0,1.06,0,0,143.4375,0
10.83553,0,1.06,0,0,143.4375,0
10.85791,0,1.06,0,0,143.4375,0
10.88036,0,1.06,0,0,143.4375,0
10.9027,0,1.06,0,0,143.4375,0
10.92504,0,1.06,0,0,143.4375,0
10.94795,0,1.06,0,0,143.4375,0
10.96952,0,1.06,0,0,143.4375,0
10.98472,0,1.06,0,0,143.4375,0
11.00272,0,1.06,0,0,143.4375,0
11.02504,0,1.06,0,0,143.4375,0
11.04685,0,1.06,0,0,143.4375,0
11.06891,0,1.06,0,0,143.4375,0
11.09132,0,1.06,0,0,143.4375,0
11.1136,0,1.06,0,0,143.4375,0
11.13541,0,1.06,0,0,143.4375,0
11.15746,0,1.06,0,0,143.4375,0
11.18017,0,1.06,0,0,143.4375,0
11.20232,0,1.06,0,0,143.4375,0
11.22464,0,1.06,0,0,143.4375,0
11.24657,0,1.06,0,0,143.4375,0
11.26896,0,1.06,0,0,143.4375,0
11.29077,0,1.06,0,0,143.4375,0
11.3132,0,1.06,0,0,143.4375,0
11.33536,0,1.06,0,0,143.4375,0
11.3582,0,1.06,0,0,143.4375,0
11.38029,0,1.06,0,0,143.4375,0
11.40288,0,1.06,0,0,143.4375,0
11.42481,0,1.06,0,0,143.4375,0
11.4468,0,1.06,0,0,143.4375,0
11.46881,0,1.06,0,0,143.4375,0
11.49113,0,1.06,0,0,143.4375,0
11.51291,0,1.06,0,0,143.4375,0
11.53556,0,1.06,0,0,143.4375,0
11.55801,0,1.06,0,0,143.4375,0
11.58003,0,1.06,0,0,143.4375,0
11.60228,0,1.06,0,0,143.4375,0
11.6247,0,1.06,0,0,143.4375,0
11.64672,0,1.06,0,0,143.4375,0
11.66879,0,1.06,0,0,143.4375,0
11.69068,0,1.06,0,0,143.4375,0
11.71345,0,1.06,0,0,143.4375,0
11.73595,0,1.06,0,0,143.4375,0
11.75721,0,1.06,0,0,143.4375,0
11.78026,0,1.06,0,0,143.4375,0
11.80353,0,1.06,0,0,143.4375,0
11.82368,0,1.06,0,0,143.4375,0
11.84662,0,1.06,0,0,143.4375,0
11.8687,0,1.06,0,0,143.4375,0
11.89109,0,1.06,0,0,143.4375,0
11.91321,0,1.06,0,0,143.4375,0
