time,rot.x,rot.y,rot.z
138.8333,4.712481,0.8904408,0.04026318
138.8445,4.712481,0.8904408,0.04026318
138.8556,4.712481,0.8904408,0.04026318
138.8667,4.712481,0.8904408,0.04026318
138.8778,4.712481,0.8904408,0.04026318
138.8823,3.787092,1.244245,0.04710266
138.9,3.787092,1.244245,0.04710266
138.9111,3.787092,1.244245,0.04710266
138.9134,3.519585,1.613399,0.0618473
138.9222,3.519585,1.613399,0.0618473
138.9333,3.519585,1.613399,0.0618473
138.9444,3.800128,0.9400142,0.0380414
138.9556,3.800128,0.9400142,0.0380414
138.9667,4.042449,-0.03625488,-0.002939453
138.9778,4.042449,-0.03625488,-0.002939453
138.9889,4.681972,-0.1873474,-0.01052856
139,4.681972,-0.1873474,-0.01052856
139.0061,4.829882,-0.5115051,-0.02792358
139.0111,4.829882,-0.5115051,-0.02792358
139.0222,4.829882,-0.5115051,-0.02792358
139.0333,4.829882,-0.5115051,-0.02792358
139.0444,5.370941,-0.3276367,-0.01901245
139.0556,5.370941,-0.3276367,-0.01901245
139.0667,5.949656,0.4853362,0.02698461
139.0778,5.949656,0.4853362,0.02698461
139.0808,5.990027,0.919003,0.05169341
139.1,5.990027,0.919003,0.05169341
139.1026,5.926461,1.185791,0.06540296
139.1111,5.926461,1.185791,0.06540296
139.1222,5.926461,1.185791,0.06540296
139.1333,5.565135,1.386974,0.07539609
139.1445,5.565135,1.386974,0.07539609
139.1556,5.800528,0.7339065,0.04103839
139.1667,5.800528,0.7339065,0.04103839
139.1778,5.716469,0.4195173,0.02390161
139.1889,5.716469,0.4195173,0.02390161
139.1912,5.186296,0.5719618,0.03293473
139.2,5.186296,0.5719618,0.03293473
139.2111,5.186296,0.5719618,0.03293473
139.2222,4.604147,1.23431,0.06242077
139.2333,4.604147,1.23431,0.06242077
139.2444,4.604147,1.23431,0.06242077
139.2556,4.55155,1.397304,0.06351164
139.2667,4.55155,1.397304,0.06351164
139.2778,3.885683,1.657067,0.07167517
139.2889,3.885683,1.657067,0.07167517
139.2909,3.64208,2.094006,0.08619385
139.3,3.64208,2.094006,0.08619385
139.3111,3.64208,2.094006,0.08619385
139.3222,2.776509,1.386985,0.05010406
139.3333,2.776509,1.386985,0.05010406
139.3445,2.211506,1.659791,0.05250213
139.3556,2.211506,1.659791,0.05250213
139.3667,2.028696,2.034174,0.06088829
139.3778,2.028696,2.034174,0.06088829
139.3805,2.716712,2.355584,0.07522105
139.4,2.716712,2.355584,0.07522105
139.4025,3.554038,2.433678,0.08705873
139.4111,3.554038,2.433678,0.08705873
139.4222,3.554038,2.433678,0.08705873
139.4333,4.219201,2.967823,0.1184532
139.4444,4.219201,2.967823,0.1184532
139.4556,3.915389,2.223254,0.0915998
139.4667,3.915389,2.223254,0.0915998
139.4778,4.196811,3.172261,0.1294277
139.4889,4.196811,3.172261,0.1294277
139.4919,4.451295,2.886897,0.1263904
139.5,4.451295,2.886897,0.1263904
139.5111,4.451295,2.886897,0.1263904
139.5222,5.208482,2.327195,0.1220817
139.5333,5.208482,2.327195,0.1220817
139.5444,5.208482,2.327195,0.1220817
139.5556,5.608274,2.379915,0.1306601
139.5667,5.608274,2.379915,0.1306601
139.5778,5.329952,2.124589,0.1119189
139.5889,5.329952,2.124589,0.1119189
139.5924,4.816489,2.050579,0.09781268
139.6,4.816489,2.050579,0.09781268
139.6111,4.816489,2.050579,0.09781268
139.6222,4.274164,2.05213,0.08671091
139.6333,4.274164,2.05213,0.08671091
139.6445,4.117492,1.875019,0.07477742
139.6556,4.117492,1.875019,0.07477742
139.6667,4.145819,1.80376,0.07481434
139.6778,4.145819,1.80376,0.07481434
139.6815,3.688952,2.459738,0.1140668
139.7,3.688952,2.459738,0.1140668
139.7051,4.562115,3.357744,0.1892566
139.7111,4.562115,3.357744,0.1892566
139.7222,4.562115,3.357744,0.1892566
139.7333,4.562115,3.357744,0.1892566
139.7444,5.22233,2.997521,0.1736575
139.7556,5.22233,2.997521,0.1736575
139.7667,5.644745,3.421251,0.2037399
139.7778,5.644745,3.421251,0.2037399
139.7889,6.770559,5.077552,0.3236652
139.8,6.770559,5.077552,0.3236652
139.8035,7.3186,3.254746,0.226194
139.8111,7.3186,3.254746,0.226194
139.8222,7.3186,3.254746,0.226194
139.8333,7.5541,2.349697,0.1725412
139.8445,7.5541,2.349697,0.1725412
139.8556,7.900116,3.271937,0.2492714
139.8667,7.900116,3.271937,0.2492714
139.8778,8.032234,3.072889,0.2391164
139.8889,8.032234,3.072889,0.2391164
139.8907,8.029645,2.617162,0.2052476
139.9,8.029645,2.617162,0.2052476
139.9111,8.029645,2.617162,0.2052476
139.9222,7.476225,2.764287,0.2128475
139.9333,7.476225,2.764287,0.2128475
139.9444,6.437157,1.874367,0.1406014
139.9556,6.437157,1.874367,0.1406014
139.9667,6.811872,1.517906,0.1114977
139.9778,6.811872,1.517906,0.1114977
139.9889,6.488568,2.220718,0.1592148
140,6.488568,2.220718,0.1592148
140.002,6.894824,1.536245,0.1077985
140.0111,6.894824,1.536245,0.1077985
140.0222,6.894824,1.536245,0.1077985
140.0333,7.268068,1.543179,0.1121653
140.0444,7.268068,1.543179,0.1121653
140.0556,7.268068,1.543179,0.1121653
140.0667,6.689635,1.286421,0.09395681
140.0778,6.689635,1.286421,0.09395681
140.0817,6.001124,1.777372,0.1350704
140.1,6.001124,1.777372,0.1350704
140.1111,6.001124,1.777372,0.1350704
140.1129,7.125308,1.445124,0.1158423
140.1222,7.125308,1.445124,0.1158423
140.1333,7.125308,1.445124,0.1158423
140.1445,7.672871,0.7798075,0.06155458
140.1556,7.672871,0.7798075,0.06155458
140.1667,8.454132,1.215332,0.1043433
140.1778,8.454132,1.215332,0.1043433
140.1889,8.549491,1.085497,0.09327334
