time,pos.x,pos.y,pos.z,rot.x,rot.y,rot.z
76.31029,32.15017,5.510015,26.58103,0,-40.68304,0
76.3681,32.14636,5.510014,26.58487,0,-44.70483,0
76.41466,32.14192,5.510014,26.58889,0,-47.83655,0
76.45612,32.13693,5.510017,26.59308,0,-50.01233,0
76.50064,32.13031,5.510014,26.59816,0,-52.49246,0
76.54896,32.12201,5.510017,26.60396,0,-55.08447,0
76.5918,32.11412,5.510014,26.6091,0,-56.90634,0
76.63633,32.10555,5.510017,26.61423,0,-59.08685,0
76.68024,32.09674,5.510014,26.61906,0,-61.26248,0
76.72828,32.08626,5.510017,26.62419,0,-63.92853,0
76.77302,32.07545,5.510017,26.62895,0,-66.21954,0
76.81464,32.06447,5.510017,26.63321,0,-68.75977,0
76.85628,32.05283,5.510017,26.6372,0,-71.12537,0
76.9097,32.03798,5.510017,26.64123,0,-74.81354,0
76.9511,32.02733,5.510017,26.64358,0,-77.53806,0
76.99394,32.01766,5.510017,26.64523,0,-80.30463,0
77.03692,32.00987,5.510014,26.64621,0,-82.83408,0
77.08198,32.00405,5.510017,26.64674,0,-84.83545,0
77.12135,32.00103,5.510015,26.64691,0,-86.80267,0
77.16753,31.99915,5.510017,26.64697,0,-87.99774,0
77.20917,31.99815,5.510015,26.64698,0,-89.53864,0
77.25828,31.99752,5.510014,26.64697,0,-90.77628,0
77.29803,31.99722,5.510015,26.64697,0,-91.24817,0
77.34647,31.99703,5.510017,26.64696,0,-92.62006,0
77.38781,31.99694,5.510015,26.64695,0,-93.55496,0
77.43395,31.99709,5.510017,26.64697,0,-95.68753,0
77.47449,31.99925,5.510015,26.64723,0,-96.92236,0
77.51692,32.00598,5.510015,26.64823,0,-98.48947,0
77.55902,32.01728,5.510015,26.65009,0,-99.30756,0
77.60954,32.03514,5.510015,26.65342,0,-100.585,0
77.64858,32.04973,5.510015,26.65646,0,-101.7457,0
77.69519,32.06605,5.510017,26.66003,0,-102.3517,0
77.73772,32.07869,5.510017,26.66288,0,-102.7199,0
77.78555,32.09047,5.510017,26.66574,0,-103.6406,0
77.82686,32.09833,5.510017,26.66783,0,-104.8564,0
77.87157,32.1051,5.510017,26.66968,0,-105.3197,0
77.91392,32.1102,5.510017,26.6711,0,-105.5618,0
77.96071,32.11443,5.510014,26.67229,0,-105.6881,0
77.99434,32.11622,5.510015,26.6728,0,-105.7539,0
78.02702,32.11737,5.510015,26.67312,0,-105.7818,0
78.06522,32.11824,5.510015,26.67337,0,-105.8029,0
78.10246,32.11875,5.510015,26.67351,0,-105.8138,0
78.1348,32.11904,5.510015,26.67359,0,-105.8186,0
78.17495,32.11925,5.510015,26.67365,0,-106.6026,0
