time,pos.x,pos.y,pos.z,rot.x,rot.y,rot.z
697.1243,-54.78394,1.13236,-50.41954,-0.8701477,-58.08429,-1.346069
697.1572,-54.82358,1.129385,-50.39499,-0.8733826,-58.22235,-1.343964
697.1842,-54.85576,1.126974,-50.37571,-0.8925781,-59.04456,-1.331299
697.2097,-54.88568,1.124731,-50.35836,-0.9116821,-59.87051,-1.318298
697.236,-54.91573,1.122472,-50.34119,-0.9200439,-60.23535,-1.312469
697.261,-54.9436,1.120367,-50.32552,-0.9284363,-60.6019,-1.306549
697.2866,-54.97171,1.118261,-50.30984,-0.9335632,-60.82697,-1.302887
697.3114,-54.99902,1.116231,-50.29468,-0.9358215,-60.92636,-1.30127
697.3347,-55.02501,1.114264,-50.28029,-0.937439,-60.99817,-1.30011
697.3594,-55.05312,1.112157,-50.26477,-0.9390869,-61.07037,-1.29892
697.3853,-55.08312,1.109915,-50.24822,-0.9398193,-61.10226,-1.298401
697.4107,-55.11345,1.107625,-50.23151,-0.9403381,-61.12524,-1.298004
697.4362,-55.14413,1.105322,-50.21434,-0.9312744,-60.72662,-1.304535
697.4619,-55.17525,1.102987,-50.19624,-0.9104919,-59.81842,-1.319122
697.4863,-55.20451,1.101568,-50.17897,-0.9012146,-59.4173,-1.32547
697.5125,-55.2355,1.101568,-50.16037,-0.8918762,-59.01434,-1.331757
697.5388,-55.2659,1.101568,-50.14141,-0.8694763,-58.05609,-1.346497
697.572,-55.3023,1.101567,-50.11766,-0.8412781,-56.86346,-1.364288
697.5989,-55.33084,1.101568,-50.09879,-0.8326416,-56.50204,-1.369568
697.6262,-55.35918,1.101552,-50.07979,-0.8239441,-56.13892,-1.374817
697.6519,-55.38501,1.101568,-50.06186,-0.8012695,-55.19833,-1.388184
697.6836,-55.416,1.102758,-50.03937,-0.7727356,-54.02762,-1.404236
697.7107,-55.4425,1.101553,-50.01989,-0.7640076,-53.67282,-1.408997
697.7369,-55.46849,1.101552,-50.00054,-0.755249,-53.31638,-1.413727
697.7719,-55.50403,1.101568,-49.97346,-0.7393799,-52.67575,-1.422089
697.7991,-55.53246,1.101552,-49.95095,-0.7130127,-51.61905,-1.435486
697.8256,-55.56094,1.101567,-49.92786,-0.6967163,-50.97012,-1.443481
697.8502,-55.58833,1.101568,-49.90545,-0.6894836,-50.68347,-1.44693
697.8839,-55.62782,1.101552,-49.87276,-0.6822205,-50.39557,-1.450378
697.9084,-55.6579,1.101552,-49.84778,-0.6789856,-50.26837,-1.451904
697.9339,-55.69102,1.101567,-49.8201,-0.6749878,-50.11017,-1.453766
697.961,-55.72776,1.101553,-49.78936,-0.6737671,-50.06213,-1.454315
697.9933,-55.77346,1.101568,-49.75104,-0.6725464,-50.01398,-1.454895
698.0271,-55.82273,1.101568,-49.70971,-0.6717834,-49.98444,-1.455231
698.0616,-55.87385,1.101568,-49.66675,-0.6712036,-49.96185,-1.455505
698.0938,-55.92119,1.101568,-49.62699,-0.6709595,-49.95239,-1.455627
698.1296,-55.97299,1.101567,-49.58345,-0.6707764,-49.94519,-1.455688
698.1625,-56.01925,1.101308,-49.54457,-0.6707153,-49.94217,-1.455719
698.1943,-56.06202,1.098836,-49.50862,-0.6706543,-49.94031,-1.45575
698.229,-56.10601,1.096288,-49.47164,-0.6706238,-49.93887,-1.45578
698.2627,-56.14624,1.093755,-49.43782,-0.6706238,-49.93829,-1.45578
698.2957,-56.18328,1.091406,-49.40671,-0.6705933,-49.93787,-1.45578
698.3276,-56.21693,1.0893,-49.37842,-0.6705933,-49.93768,-1.45578
698.361,-56.2499,1.087224,-49.35072,-0.6705933,-49.9375,-1.45578
698.3949,-56.28135,1.085225,-49.32429,-0.6705933,-49.9375,-1.45578
698.4291,-56.31128,1.083257,-49.29913,-0.6705933,-49.93738,-1.45578
698.4622,-56.3379,1.083242,-49.27675,-0.6705933,-49.93738,-1.45578
698.4946,-56.3624,1.083242,-49.25615,-0.6705933,-49.93738,-1.45578
698.5295,-56.38716,1.083257,-49.23532,-0.6705933,-49.93738,-1.45578
698.562,-56.40889,1.085592,-49.21707,-0.6705933,-49.93738,-1.45578
698.5961,-56.43087,1.08724,-49.19832,-0.6598511,-49.51559,-1.460693
698.6299,-56.4525,1.088858,-49.17911,-0.6305847,-48.3732,-1.473541
698.6646,-56.47572,1.090109,-49.15805,-0.6152344,-47.77686,-1.480042
698.6924,-56.49555,1.089666,-49.13919,-0.5805359,-46.44055,-1.493988
698.7207,-56.51696,1.088109,-49.11843,-0.5651245,-45.8504,-1.499878
698.7514,-56.54231,1.086217,-49.09333,-0.5495605,-45.25748,-1.505646
698.7822,-56.56939,1.083258,-49.06513,-0.5112915,-43.80844,-1.519073
698.811,-56.59591,1.083242,-49.03662,-0.4876404,-42.91858,-1.526825
698.8401,-56.62373,1.083258,-49.00496,-0.4439697,-41.28714,-1.54007
698.8679,-56.6512,1.085454,-48.97287,-0.4245605,-40.56668,-1.545532
698.8965,-56.67976,1.087591,-48.93731,-0.3755493,-38.7579,-1.558167
698.9316,-56.71535,1.090261,-48.89073,-0.3380127,-37.38187,-1.566742
698.9613,-56.74532,1.092504,-48.84953,-0.3007202,-36.02185,-1.57431
698.9973,-56.78089,1.098836,-48.798,-0.2618408,-34.60989,-1.581268
699.0264,-56.80939,1.104115,-48.75606,-0.2500305,-34.18195,-1.58316
699.0631,-56.84441,1.110677,-48.70345,-0.2352905,-33.64935,-1.585419
699.0922,-56.87137,1.115865,-48.66139,-0.2074585,-32.64484,-1.589294
699.1313,-56.90661,1.122488,-48.60439,-0.1818542,-31.72318,-1.592438
699.1598,-56.93148,1.124776,-48.56302,-0.1623535,-31.02203,-1.594543
699.1971,-56.96275,1.127111,-48.51027,-0.1521606,-30.65607,-1.595551
699.2275,-56.98746,1.128988,-48.46841,-0.1490784,-30.54514,-1.595825
699.2628,-57.01591,1.131124,-48.42244,-0.1826172,-31.75095,-1.592346
699.2901,-57.03748,1.132741,-48.3881,-0.1927795,-32.11642,-1.591156
699.3203,-57.06084,1.134984,-48.35141,-0.2029724,-32.48346,-1.589874
699.3535,-57.08594,1.138066,-48.31242,-0.2107239,-32.76276,-1.588867
699.3826,-57.10754,1.138189,-48.279,-0.2139893,-32.88055,-1.58844
699.4195,-57.13486,1.140036,-48.23753,-0.2276611,-33.37445,-1.586548
699.4466,-57.15519,1.141562,-48.20779,-0.254425,-34.341,-1.582458
699.4761,-57.17753,1.14324,-48.17562,-0.2662048,-34.76794,-1.580536
699.5081,-57.20188,1.145055,-48.14124,-0.2808533,-35.29913,-1.578003
699.5371,-57.2248,1.14678,-48.11039,-0.3168335,-36.60785,-1.571167
699.5651,-57.24734,1.148473,-48.08094,-0.3388367,-37.41159,-1.566559
699.5969,-57.27352,1.150442,-48.04732,-0.3523254,-37.90521,-1.563599
699.6269,-57.29892,1.151388,-48.01587,-0.3795166,-38.90335,-1.55722
699.6541,-57.32293,1.149786,-47.98742,-0.4131775,-40.1456,-1.548615
699.6842,-57.35061,1.147359,-47.9552,-0.4273376,-40.66916,-1.544769
699.7117,-57.37701,1.145086,-47.92474,-0.4335632,-40.90036,-1.54303
699.7385,-57.40446,1.14272,-47.89332,-0.4398193,-41.1326,-1.54126
699.7731,-57.44393,1.144887,-47.84835,-0.443634,-41.27527,-1.540161
699.8009,-57.4775,1.147406,-47.81023,-0.4460144,-41.36292,-1.53949
699.83,-57.51412,1.15003,-47.76871,-0.4474487,-41.41669,-1.539063
699.8614,-57.55405,1.148275,-47.72351,-0.4483337,-41.44968,-1.538818
699.8896,-57.5891,1.145284,-47.68328,-0.4375305,-41.04831,-1.541931
699.9164,-57.62019,1.142522,-47.64642,-0.4129944,-40.13852,-1.548676
699.9521,-57.65853,1.138188,-47.60005,-0.3978882,-39.57993,-1.552612
699.9805,-57.68648,1.138189,-47.56585,-0.3885803,-39.23685,-1.554993
700.0087,-57.71224,1.138173,-47.53413,-0.3844604,-39.0853,-1.556
700.0408,-57.73888,1.138189,-47.50112,-0.3793335,-38.89664,-1.557251
700.0682,-57.75962,1.138188,-47.47498,-0.3663025,-38.41782,-1.560364
700.0961,-57.77829,1.138174,-47.4506,-0.3395691,-37.43826,-1.566406
700.1284,-57.79747,1.138189,-47.425,-0.3230896,-36.83667,-1.569885
700.1552,-57.81198,1.138188,-47.40537,-0.3129578,-36.46722,-1.57193
700.1832,-57.82544,1.138188,-47.387,-0.3067322,-36.24042,-1.573181
700.2177,-57.84026,1.138173,-47.36669,-0.3029175,-36.10104,-1.573914
700.2451,-57.85084,1.138188,-47.35214,-0.3005676,-36.01547,-1.574371
700.272,-57.86039,1.137914,-47.33898,-0.29953,-35.97766,-1.574554
700.3052,-57.87104,1.136983,-47.32429,-0.2982178,-35.9306,-1.574799
700.3351,-57.87975,1.135763,-47.31227,-0.2976685,-35.91083,-1.57489
700.3629,-57.88729,1.134404,-47.30189,-0.2974243,-35.90198,-1.574951
700.3954,-57.89537,1.134145,-47.29074,-0.2971802,-35.89322,-1.574982
700.4219,-57.90153,1.133504,-47.28224,-0.2970581,-35.88782,-1.575012
700.4513,-57.90811,1.132818,-47.27314,-0.2969666,-35.88452,-1.575043
700.4876,-57.91628,1.13201,-47.2624,-0.3337402,-37.22583,-1.567657
700.5161,-57.9228,1.131399,-47.25402,-0.3492126,-37.79114,-1.564301
700.5514,-57.93112,1.130605,-47.24343,-0.3586731,-38.13834,-1.562134
700.5809,-57.93821,1.129919,-47.23445,-0.362854,-38.29153,-1.561188
700.6086,-57.94504,1.129278,-47.22586,-0.368042,-38.48239,-1.559967
700.6414,-57.95309,1.128515,-47.21576,-0.3702393,-38.56274,-1.559448
700.6698,-57.95992,1.127889,-47.2072,-0.371582,-38.61215,-1.559113
700.709,-57.96891,1.127035,-47.19599,-0.3726196,-38.64972,-1.558868
700.7385,-57.97549,1.126425,-47.18779,-0.3729248,-38.6611,-1.558807
700.7798,-57.98446,1.125585,-47.17659,-0.3733826,-38.67761,-1.558685
700.8115,-57.99146,1.124913,-47.16786,-0.3735046,-38.68271,-1.558655
700.8411,-57.99837,1.124288,-47.15923,-0.3735962,-38.68582,-1.558655
700.873,-58.0062,1.12354,-47.14946,-0.3736572,-38.68771,-1.558624
700.9067,-58.01521,1.122716,-47.13823,-0.3736877,-38.6889,-1.558624
700.9357,-58.02372,1.121908,-47.12761,-0.3736877,-38.68964,-1.558624
700.9647,-58.033,1.121038,-47.11603,-0.3737183,-38.69,-1.558624
700.9957,-58.04367,1.119863,-47.10272,-0.3737183,-38.69034,-1.558624
701.0234,-58.05414,1.119864,-47.09003,-0.3948975,-39.47064,-1.553375
701.0525,-58.06617,1.119878,-47.07582,-0.4161377,-40.25467,-1.547821
701.0833,-58.07994,1.119863,-47.05984,-0.4291382,-40.73611,-1.544281
701.1116,-58.0933,1.119863,-47.04446,-0.434845,-40.94873,-1.542664
701.1401,-58.10777,1.121435,-47.02796,-0.4419861,-41.21338,-1.540649
701.173,-58.12557,1.122793,-47.00771,-0.4449768,-41.32483,-1.539795
701.2393,-58.1666,1.125829,-46.96124,-0.447937,-41.43536,-1.53894
701.2746,-58.18993,1.1276,-46.93482,-0.4486389,-41.46118,-1.538727
701.313,-58.21752,1.129675,-46.90361,-0.4491577,-41.48087,-1.538574
701.3417,-58.23961,1.131674,-46.87867,-0.4494019,-41.48917,-1.538513
701.3731,-58.26553,1.13648,-46.84938,-0.4495544,-41.49545,-1.538452
701.4011,-58.28988,1.138143,-46.82187,-0.4496155,-41.49738,-1.538452
701.4261,-58.31292,1.138189,-46.79583,-0.449646,-41.49878,-1.538422
701.4601,-58.34621,1.139318,-46.75821,-0.4496765,-41.50009,-1.538422
701.4872,-58.37334,1.141378,-46.72606,-0.4135132,-40.15723,-1.548523
701.5125,-58.39879,1.143285,-46.69549,-0.4024963,-39.75027,-1.551422
701.54,-58.42651,1.14536,-46.66182,-0.3945313,-39.45627,-1.553467
701.5709,-58.4567,1.149603,-46.62322,-0.3550415,-38.00546,-1.562958
701.5973,-58.48182,1.153952,-46.59038,-0.3389282,-37.41547,-1.566559
701.6234,-58.50584,1.158148,-46.55831,-0.3227234,-36.82266,-1.569977
701.6478,-58.5273,1.161993,-46.52855,-0.2940979,-35.78064,-1.575562
701.6821,-58.55577,1.167226,-46.48711,-0.2583618,-34.48395,-1.581818
701.7076,-58.57625,1.171041,-46.45687,-0.2474976,-34.09097,-1.583557
701.7335,-58.59637,1.174809,-46.42669,-0.2365723,-33.69614,-1.585236
701.7605,-58.61659,1.177846,-46.39568,-0.2200623,-33.10004,-1.587616
701.7968,-58.64239,1.179862,-46.35398,-0.1823425,-31.74075,-1.592377
701.8248,-58.66181,1.181325,-46.32187,-0.1664124,-31.16797,-1.594116
701.8517,-58.68045,1.182698,-46.29076,-0.1593628,-30.91498,-1.594849
701.8832,-58.70184,1.184316,-46.25298,-0.1203613,-29.51532,-1.598267
701.9122,-58.72163,1.185811,-46.21685,-0.09805298,-28.71643,-1.599792
701.9395,-58.74094,1.187261,-46.18088,-0.08435059,-28.22583,-1.600555
701.971,-58.7645,1.190863,-46.1366,-0.07827759,-28.00912,-1.600861
701.9984,-58.78684,1.19573,-46.0942,-0.07220459,-27.79141,-1.601166
702.0252,-58.81036,1.200842,-46.0493,-0.06848145,-27.65775,-1.601318
