time,rot.x,rot.y,rot.z
275.1222,5.738602,4.194684,0.09043971
275.1333,5.738602,4.194684,0.09043971
275.1444,5.738602,4.194684,0.09043971
275.1555,5.738602,4.194684,0.09043971
275.1667,5.738602,4.194684,0.09043971
275.1778,7.322546,4.304419,0.1868672
275.1889,7.322546,4.304419,0.1868672
275.2,7.322546,4.304419,0.1868672
275.2017,9.086847,5.712105,0.298682
275.2111,9.086847,5.712105,0.298682
275.2222,9.086847,5.712105,0.298682
275.2333,9.086847,5.712105,0.298682
275.2444,10.52276,-3.82373,-0.2050171
275.2556,10.52276,-3.82373,-0.2050171
275.2667,11.92015,-7.863708,-0.4195251
275.2778,11.92015,-7.863708,-0.4195251
275.2889,11.92015,-7.863708,-0.4195251
275.3,15.23688,-4.223694,-0.214386
275.3111,15.23688,-4.223694,-0.214386
275.3139,14.96638,-3.964661,-0.1954956
275.3222,14.96638,-3.964661,-0.1954956
275.3333,14.96638,-3.964661,-0.1954956
275.3445,14.96638,-3.964661,-0.1954956
275.3556,13.37703,-3.802582,-0.1879578
275.3667,13.37703,-3.802582,-0.1879578
275.3778,12.42755,-3.648895,-0.1824036
275.3889,12.42755,-3.648895,-0.1824036
275.39,12.21498,-2.213654,-0.1147461
275.4,12.21498,-2.213654,-0.1147461
275.4111,12.21498,-2.213654,-0.1147461
275.4222,12.21498,-2.213654,-0.1147461
275.4333,12.86239,-0.01080322,0.01922284
275.4445,12.86239,-0.01080322,0.01922284
275.4551,11.89363,-0.4660645,-0.007110596
275.4667,11.89363,-0.4660645,-0.007110596
275.4778,11.89363,-0.4660645,-0.007110596
275.4889,12.16234,0.5378146,0.05998744
275.5,12.16234,0.5378146,0.05998744
275.5111,12.16234,0.5378146,0.05998744
275.5222,12.16234,0.5378146,0.05998744
275.5271,9.098347,-1.332428,-0.06152344
275.5333,9.098347,-1.332428,-0.06152344
275.5445,9.098347,-1.332428,-0.06152344
275.5556,9.098347,-1.332428,-0.06152344
275.5667,8.350039,-1.377991,-0.0670166
275.5778,8.350039,-1.377991,-0.0670166
275.5886,9.380401,-0.6422119,-0.02157593
275.6,9.380401,-0.6422119,-0.02157593
275.6111,9.380401,-0.6422119,-0.02157593
275.6121,9.780833,-0.4814148,-0.01849365
275.6222,9.780833,-0.4814148,-0.01849365
275.6333,9.780833,-0.4814148,-0.01849365
275.6444,9.780833,-0.4814148,-0.01849365
275.6555,11.00419,-0.691925,-0.01742554
275.6667,11.00419,-0.691925,-0.01742554
275.6778,11.00419,-0.691925,-0.01742554
275.6889,8.658124,-1.602631,-0.09634399
275.7,8.658124,-1.602631,-0.09634399
275.7026,10.21724,-2.508789,-0.1216125
275.7111,10.21724,-2.508789,-0.1216125
275.7222,10.21724,-2.508789,-0.1216125
275.7333,10.21724,-2.508789,-0.1216125
275.7444,10.32165,-4.025696,-0.1934509
275.7556,10.32165,-4.025696,-0.1934509
275.7667,10.67072,-4.836731,-0.204895
275.7778,10.67072,-4.836731,-0.204895
275.7888,8.850574,-6.516083,-0.3705444
275.8,8.850574,-6.516083,-0.3705444
275.8111,8.850574,-6.516083,-0.3705444
275.8121,10.21336,-7.032623,-0.4858398
275.8222,10.21336,-7.032623,-0.4858398
275.8333,10.21336,-7.032623,-0.4858398
275.844,10.20203,-8.107697,-0.6248779
275.8556,10.20203,-8.107697,-0.6248779
275.8667,10.20203,-8.107697,-0.6248779
275.8778,11.76779,-7.241943,-0.5219116
275.8889,11.76779,-7.241943,-0.5219116
275.9,11.76779,-7.241943,-0.5219116
275.9003,13.0631,0.8620878,0.1639423
275.9111,13.0631,0.8620878,0.1639423
275.9221,14.46406,0.1817878,0.1310596
275.9333,14.46406,0.1817878,0.1310596
275.9445,14.46406,0.1817878,0.1310596
275.9556,16.27422,-0.7357178,0.06982899
275.9667,16.27422,-0.7357178,0.06982899
275.9778,16.27422,-0.7357178,0.06982899
275.9806,16.97047,-1.13913,0.04435079
276,16.97047,-1.13913,0.04435079
276.0111,16.97047,-1.13913,0.04435079
276.0124,16.49923,-3.031708,-0.150116
276.0222,16.49923,-3.031708,-0.150116
276.0333,16.49923,-3.031708,-0.150116
276.0445,16.49923,-3.031708,-0.150116
276.0556,16.07081,-3.432495,-0.1465149
276.0667,16.07081,-3.432495,-0.1465149
276.0778,16.07081,-3.432495,-0.1465149
276.0889,14.95202,-3.935303,-0.1837769
276.1,14.95202,-3.935303,-0.1837769
276.1021,14.17861,-4.537018,-0.1881104
276.1111,14.17861,-4.537018,-0.1881104
276.1222,14.17861,-4.537018,-0.1881104
276.1333,14.17861,-4.537018,-0.1881104
276.1444,12.29385,-3.985474,-0.1600647
276.1555,12.29385,-3.985474,-0.1600647
276.1667,12.29385,-3.985474,-0.1600647
276.1778,11.55864,-3.57016,-0.1273193
276.1889,11.55864,-3.57016,-0.1273193
276.1917,10.97954,-3.001434,-0.07925415
276.2,10.97954,-3.001434,-0.07925415
276.2111,10.97954,-3.001434,-0.07925415
276.2222,10.8659,-2.450073,-0.04733276
276.2333,10.8659,-2.450073,-0.04733276
276.2444,10.8659,-2.450073,-0.04733276
276.2556,11.16825,-2.109161,-0.02651978
276.2667,11.16825,-2.109161,-0.02651978
276.2778,11.16825,-2.109161,-0.02651978
276.2889,11.17438,-2.656952,-0.05282593
276.3,11.17438,-2.656952,-0.05282593
276.3111,11.17438,-2.656952,-0.05282593
276.3113,11.69247,-2.213501,-0.021698
276.3222,11.69247,-2.213501,-0.021698
276.3333,11.69247,-2.213501,-0.021698
276.3445,12.12033,-2.342468,-0.02331543
276.3556,12.12033,-2.342468,-0.02331543
276.3667,11.90906,-2.874146,-0.0501709
276.3778,11.90906,-2.874146,-0.0501709
276.3889,11.90906,-2.874146,-0.0501709
276.4,11.63225,-2.541687,-0.02420044
276.4111,11.63225,-2.541687,-0.02420044
276.4222,11.63225,-2.541687,-0.02420044
