time,pos.x,pos.y,pos.z,rot.x,rot.y,rot.z
32.57059,-3.552721E-17,-5.757399,5.960474E-10,347.5349,14.0909,0
32.61483,-3.552721E-17,-12.87467,5.960474E-10,348.2058,13.84846,-2.180468E-07
32.63007,-3.552721E-17,-2.213199,5.960474E-10,348.7491,13.08011,2.176257E-07
32.64116,-3.552721E-17,-2.214501,5.960474E-10,348.5104,13.22128,0
32.66215,-3.552721E-17,-5.777412,5.960474E-10,348.3183,13.28581,1.089789E-07
32.67343,-3.552721E-17,-2.218252,5.960474E-10,347.8564,13.12909,2.183289E-07
32.68461,-3.552721E-17,-2.219429,5.960474E-10,347.687,13.16572,0
32.69546,-3.552721E-17,-2.220613,5.960474E-10,347.5753,13.27057,2.185622E-07
32.70669,-3.552721E-17,-2.221785,5.960474E-10,347.5121,13.36126,1.093077E-07
32.72445,-3.552721E-17,-5.791772,5.960474E-10,347.4884,13.45221,-1.093178E-07
32.74014,-3.552721E-17,-2.225098,5.960474E-10,347.4431,13.58647,-1.09337E-07
32.75174,-3.552721E-17,-2.22618,5.960474E-10,347.4607,13.66051,1.093295E-07
32.77324,-3.552721E-17,-5.800916,5.960474E-10,347.4767,13.63484,0
32.78519,-3.552721E-17,-2.229465,5.960474E-10,347.5449,13.47334,2.185878E-07
32.80645,-3.552721E-17,-5.807953,5.960474E-10,347.5919,13.48641,1.092741E-07
32.81775,-3.552721E-17,-2.232984,5.960474E-10,347.7467,13.60914,-2.184193E-07
32.82924,-3.552721E-17,-2.234096,5.960474E-10,347.7736,13.62504,1.091985E-07
32.84012,-3.552721E-17,-2.23538,5.960474E-10,347.8759,13.76159,0
32.85097,-3.552721E-17,-2.236686,5.960474E-10,347.905,13.85778,1.091446E-07
32.86232,-3.552721E-17,-2.237917,5.960474E-10,347.8472,13.85779,0
32.87853,-3.552721E-17,-5.825055,5.960474E-10,347.7791,13.83021,-1.091962E-07
32.8889,-3.552721E-17,-2.241748,5.960474E-10,347.7531,13.84653,-1.09207E-07
32.90593,-3.552721E-17,-2.243168,5.960474E-10,347.749,13.84613,1.092087E-07
32.91741,-3.552721E-17,-2.244441,5.960474E-10,347.6978,13.87236,1.092299E-07
32.92863,-3.552721E-17,-2.245659,5.960474E-10,347.7342,13.91292,0
32.93961,-3.552721E-17,-2.246891,5.960474E-10,347.8044,13.99961,-1.091858E-07
